CUST_ID,BALANCE,PURCHASES,CASH_ADVANCE,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,PURCHASES_FREQUENCY,Cluster,Segment,PCA1,PCA2
C10027,1615.96724,102.0,244.840485,1700.0,890.178845,971.183209,0.0,12,0.166667,0,Inactive / Low-Engagement,-1.4420878020444883,0.43542777309663977
C10028,125.694817,233.28,0.0,1000.0,207.773715,164.748819,0.0,12,1.0,3,Installment Buyers,-0.050631486064484255,-1.7705273031474402
C10029,7152.864372,387.05,2236.145259,10500.0,1601.448347,1648.851345,0.0,12,0.666667,2,Cash Advance Users,-0.005996130748910332,4.131105025478638
C10030,22.06349,100.0,0.0,6900.0,160.767773,159.684442,0.0,12,0.416667,0,Inactive / Low-Engagement,-0.7716181604000298,-0.8628181368044056
C10031,12136.21996,3038.01,3183.583301,13000.0,4230.323491,3292.01503,0.0,12,1.0,2,Cash Advance Users,3.764491702181217,4.293989060545953
C10032,1162.273324,1347.71,175.815755,6000.0,645.998299,256.848991,0.0,12,1.0,3,Installment Buyers,1.4093253899377802,-0.6867292166929523
C10033,6732.823064,324.95,1189.533753,10500.0,1720.118876,2506.745366,0.0,12,0.083333,2,Cash Advance Users,-0.5644573526646807,2.1393114843229806
C10034,125.660453,636.79,0.0,1200.0,423.449696,196.301885,0.3,12,0.916667,3,Installment Buyers,0.3724880034661848,-1.4611912881391795
C10035,3517.101616,547.28,0.0,11000.0,8735.607835,17862.55831,0.0,12,1.0,3,Installment Buyers,2.0327231421728906,1.4269677354335222
C10036,1656.350781,0.0,99.264367,1800.0,351.500199,634.569311,0.0,12,0.0,0,Inactive / Low-Engagement,-1.7597171841358088,-0.17472485614038216
C10037,7427.076941,0.0,8873.375046,9000.0,1636.361601,1986.843608,0.0,11,0.0,2,Cash Advance Users,-1.4149648379145372,5.479818456347461
C10038,4047.480828,2380.55,1697.660901,5000.0,1617.894416,1541.141605,0.0,12,0.75,3,Installment Buyers,1.8466985644507365,1.2535500981384886
C10039,6269.418144,204.0,2925.699862,9000.0,1237.111661,2049.408839,0.0,12,0.083333,2,Cash Advance Users,-0.9517340961140682,3.1478065910106663
C10040,1411.60223,963.24,6173.682877,7500.0,20071.07544,719.948985,0.333333,12,0.083333,2,Cash Advance Users,0.6684435451586839,3.512300750781146
C10041,663.44781,0.0,3133.063934,1800.0,3067.05783,283.333445,0.166667,12,0.0,0,Inactive / Low-Engagement,-1.7522811093257205,0.7081708723651102
C10043,784.889762,1526.59,2188.419607,3000.0,1262.309666,363.142736,0.111111,12,0.583333,3,Installment Buyers,0.4474175938281571,0.6536245138816843
C10044,4104.710798,203.82,0.0,4500.0,868.275275,1801.264841,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.1120842562344013,0.3099857461701563
C10045,1360.742377,0.0,1481.587093,1500.0,378.294227,321.354137,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8127035666410514,0.017368236168956913
C10046,5315.945594,1525.44,0.0,8500.0,1430.341501,1318.71492,0.0,12,1.0,3,Installment Buyers,1.891685812870973,-0.08378939644854931
C10047,2242.311686,437.0,184.648692,2400.0,0.0,312.343947,0.0,12,0.333333,0,Inactive / Low-Engagement,-0.8932037348736029,-0.12958373746619634
C10048,474.447149,109.74,1013.659552,1700.0,176.013005,147.199792,0.0,8,0.375,0,Inactive / Low-Engagement,-1.7957884352907216,-0.7379576069610613
C10049,3910.111237,0.0,1980.873201,4200.0,0.0,312.343947,0.0,12,0.0,2,Cash Advance Users,-1.798102040086009,2.0318175543786388
C10050,229.867179,2390.6,0.0,3300.0,2543.953559,175.657825,0.916667,12,1.0,3,Installment Buyers,3.5428746842883965,-2.013151717113968
C10051,863.809833,507.5,695.097159,4000.0,587.866451,286.448719,0.083333,12,0.166667,0,Inactive / Low-Engagement,-1.085250470641413,-0.12049399253675208
C10052,4931.331857,901.42,8530.648614,12000.0,8113.297346,1012.415961,0.0,8,0.625,2,Cash Advance Users,0.3688081247948102,7.1474560363122395
C10053,1078.888565,3107.85,0.0,2500.0,1399.82834,1322.446601,0.0,12,0.666667,3,Installment Buyers,1.5428992982206557,-0.8323339876582638
C10054,1565.681099,0.0,321.359135,3500.0,691.825279,581.481917,0.0,12,0.0,0,Inactive / Low-Engagement,-1.7255477366096423,0.476282170011577
C10055,464.674156,1979.22,1981.265503,3000.0,3110.052742,132.446091,0.2,9,0.666667,3,Installment Buyers,0.4701426204485843,-0.10395588073005024
C10056,6.660517,310.0,0.0,1000.0,417.016763,312.343947,0.0,12,0.666667,3,Installment Buyers,-0.7346705448951729,-1.6541532986554712
C10057,1311.995984,1283.9,0.0,6000.0,0.0,312.343947,0.0,12,0.25,0,Inactive / Low-Engagement,-0.4716041067748782,-0.3518922034451651
C10058,3625.218146,313.27,668.468743,4000.0,0.0,312.343947,0.0,12,0.25,0,Inactive / Low-Engagement,-1.1229456614168591,1.264622478648751
C10059,2386.330629,5217.62,0.0,7500.0,5678.729613,1311.514878,0.083333,12,0.916667,1,High Spenders,4.0071762611019945,0.0586497778049066
C10060,3971.138765,0.0,224.575517,4000.0,764.938728,1600.212243,0.0,11,0.0,0,Inactive / Low-Engagement,-1.573847152139315,0.8910006226549102
C10061,5493.90406,229.0,970.591332,6000.0,2110.557023,1895.02617,0.0,12,0.416667,2,Cash Advance Users,-0.4853164772076046,1.6472629396136125
C10062,1879.114033,113.0,0.0,6500.0,3509.686561,548.105836,0.0,12,0.166667,0,Inactive / Low-Engagement,-0.9057062630410053,-0.04954273657497667
C10063,1555.793701,66.2,0.0,1600.0,338.083661,837.215674,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.5357553771830126,-0.4988534659369986
C10064,809.582978,0.0,3819.672466,4150.0,4372.148648,241.645387,0.090909,11,0.0,2,Cash Advance Users,-1.6579896693862033,2.1868709505854973
C10065,7.152356,840.0,0.0,1600.0,0.0,312.343947,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.808679580846205,-1.3280135105522877
C10067,1923.886805,1887.64,1605.949371,1850.0,3688.045998,3266.996777,0.083333,12,1.0,3,Installment Buyers,2.151041159169984,-0.16761244869336167
C10068,1758.059987,412.33,0.0,1800.0,777.451648,897.905444,0.0,12,0.583333,0,Inactive / Low-Engagement,-0.39972355159468587,-0.7256795021624735
C10069,809.847455,0.0,908.423608,1500.0,146.074769,179.412493,0.0,8,0.0,0,Inactive / Low-Engagement,-2.183007514906253,-0.20658137240100694
C10070,1576.305029,0.0,382.908547,2500.0,540.022225,352.883804,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8990542774609265,0.9418263345282345
C10071,3990.523579,263.5,0.0,6000.0,6876.836205,1001.607366,0.083333,12,0.666667,3,Installment Buyers,0.5543458733703033,0.25972124837830984
C10072,1699.435486,1363.69,0.0,1700.0,1623.816348,923.505868,0.0,12,0.333333,0,Inactive / Low-Engagement,-0.3875098152988065,-0.4085183770728094
C10073,5487.683724,419.1,625.399386,6250.0,1288.214909,2180.881868,0.0,12,0.916667,3,Installment Buyers,0.3962669091418178,1.0702443796405978
C10074,2990.422186,4523.27,27296.48576,7000.0,28232.69446,1107.030803,0.454545,12,0.666667,2,Cash Advance Users,4.767085626318391,10.953197935307477
C10075,656.01301,0.0,1474.349901,7000.0,910.457985,140.983193,0.25,8,0.0,0,Inactive / Low-Engagement,-1.6448651304204718,0.336697178332712
C10077,1808.972419,713.9,0.0,2250.0,889.017418,622.757696,0.0,10,0.5,0,Inactive / Low-Engagement,-0.5311485219343738,-0.7287656564689003
C10078,532.334517,791.94,0.0,6000.0,1305.177304,175.510344,0.0,11,0.272727,0,Inactive / Low-Engagement,-0.6500180802195712,-0.571800324146218
C10079,5860.433624,561.87,0.0,6000.0,1990.044998,2161.428274,0.0,12,0.833333,3,Installment Buyers,0.7738071613666233,0.16563256073633773
C10080,1727.638449,606.11,0.0,11000.0,2959.920544,623.656993,0.0,12,1.0,3,Installment Buyers,1.3623708425636545,-0.10987553189011857
C10081,578.809679,320.0,0.0,1500.0,1438.910569,190.186542,0.0,12,0.75,3,Installment Buyers,-0.32952338140493753,-1.2667683829301646
C10082,1205.716678,0.0,38.325801,1200.0,29.278671,8242.687678,0.0,12,0.0,0,Inactive / Low-Engagement,-1.6393330962771309,0.20868111756702848
C10083,6593.820644,388.66,4621.93458,7000.0,1624.583114,2503.40234,0.0,12,0.583333,2,Cash Advance Users,0.02199587614379027,3.1126539818270955
C10084,17.357563,244.85,0.0,5000.0,357.802082,121.523416,0.181818,12,0.666667,3,Installment Buyers,-0.1489824606631697,-1.3508225429242269
C10085,81.584711,0.0,2985.300006,9500.0,116.569033,164.692136,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8889924458855392,0.5963259860728228
C10086,3.78631,133.05,0.0,12000.0,210.053432,99.533735,0.444444,12,0.416667,0,Inactive / Low-Engagement,-0.39372101298300716,-0.9569317178036104
C10087,42.46443,396.0,0.0,1200.0,725.606194,140.809454,1.0,12,0.5,3,Installment Buyers,-0.48763748899263726,-2.1309918556906267
C10088,1935.362486,4915.6,293.844792,9000.0,4921.066897,594.756686,0.0,12,1.0,1,High Spenders,3.9323500267302287,0.31647322434552566
C10089,134.917202,1247.8,0.0,16500.0,1275.229436,171.357189,1.0,12,1.0,3,Installment Buyers,2.2243299554119846,-0.859179025577455
C10090,7069.950386,1603.78,5626.004046,11000.0,4589.873897,1876.262988,0.0,12,1.0,2,Cash Advance Users,2.298851432316882,4.983204571664303
C10092,8181.251131,2258.01,5251.228934,13500.0,3021.575846,2074.581541,0.0,12,1.0,2,Cash Advance Users,3.267496245924659,5.002366683872816
C10093,4037.305658,45.0,104.238064,4500.0,1073.844885,968.941265,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.2278403599504286,0.510012235431234
C10094,6110.265264,0.0,2717.253917,6500.0,1502.205631,2864.380327,0.0,12,0.0,2,Cash Advance Users,-1.3695992130147503,3.331150026534043
C10095,9381.255094,5100.07,370.737197,9000.0,6409.496345,9827.045323,0.0,12,1.0,1,High Spenders,4.938175264237411,2.16816860219949
C10096,1977.00709,1032.04,4335.919227,4000.0,3056.424974,910.707525,0.090909,11,0.909091,2,Cash Advance Users,0.42483734197711365,2.5448198740503707
C10097,1321.47608,45.65,495.657934,1800.0,440.840439,312.560636,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.5979110078003151,-0.2152500984483208
C10098,1307.717841,405.6,0.0,2400.0,0.0,312.343947,0.0,12,0.166667,0,Inactive / Low-Engagement,-1.245765862461142,-0.5893349557791785
C10099,2329.485768,213.34,0.0,2400.0,0.0,312.343947,0.0,12,0.25,0,Inactive / Low-Engagement,-1.1083001997503679,-0.4475588026002973
C10100,1139.782882,0.0,120.612912,1200.0,151.823651,2906.110765,0.0,12,0.0,0,Inactive / Low-Engagement,-1.7769140233379468,-0.16279893336589832
C10101,1619.955708,739.44,0.0,6000.0,417.128532,389.138517,0.0,12,0.666667,3,Installment Buyers,0.18882696651410708,-0.5085236938250377
C10102,3505.671311,0.0,1713.984305,4000.0,0.0,312.343947,0.0,12,0.0,0,Inactive / Low-Engagement,-1.819562330904107,1.8229001537375467
C10103,4.708041,79.0,0.0,7000.0,217.820198,121.781205,1.0,12,0.25,0,Inactive / Low-Engagement,-0.9847188705643019,-1.666427764876312
C10104,0.0,0.0,89.849004,3000.0,138.021428,312.343947,0.0,7,0.0,0,Inactive / Low-Engagement,-2.6370064933532587,-0.8712476277395759
C10105,4.875885,20.0,0.0,1500.0,26.487919,60.913577,0.0,9,0.111111,0,Inactive / Low-Engagement,-1.987324423230571,-1.0830123272162846
C10106,23.394411,1346.28,0.0,2000.0,712.149153,54.79166,0.0,12,1.0,3,Installment Buyers,0.30502991871783286,-2.0941838129561785
C10107,3539.801912,2823.8,0.0,5700.0,9172.788366,2103.796148,0.083333,12,0.916667,1,High Spenders,4.2299936296831095,0.17098946285098365
C10108,0.62424,389.96,0.0,4500.0,0.0,312.343947,0.0,12,1.0,3,Installment Buyers,0.05669368863962117,-2.0933980941795673
C10109,862.07238,0.0,920.309805,4000.0,2236.890255,214.828158,0.083333,12,0.0,0,Inactive / Low-Engagement,-1.4796036852563514,0.06960970372113907
C10110,2441.542991,808.0,959.857263,4000.0,532.741699,1026.976,0.0,12,0.25,0,Inactive / Low-Engagement,-0.8871802497435968,1.1034478200934283
C10111,408.656365,941.64,0.0,2500.0,1097.78942,176.610605,0.083333,12,1.0,3,Installment Buyers,0.5706250569453085,-1.5936170934755924
C10112,4986.400804,0.0,5439.467563,8000.0,1241.538024,1439.230899,0.0,12,0.0,2,Cash Advance Users,-1.6865953738412705,5.615120099448385
C10113,1246.624558,423.7,412.399058,2000.0,577.050373,498.365419,0.0,12,0.666667,3,Installment Buyers,-0.3505665975841976,-0.6556349758456057
C10114,6644.201651,4478.75,7205.520805,9000.0,10857.94321,2469.571326,0.083333,12,1.0,1,High Spenders,5.004906160913487,5.189707215378962
C10115,156.216753,1354.86,0.0,5500.0,858.976682,108.319927,0.0,12,0.916667,3,Installment Buyers,1.2096930331294358,-1.4097618496984963
C10116,3393.351236,0.0,1008.348672,4200.0,0.0,312.343947,0.0,12,0.0,0,Inactive / Low-Engagement,-1.5930694511002153,0.5165715958082011
C10117,5322.994094,2812.2,2510.352951,8500.0,1509.423237,1834.031569,0.0,12,1.0,3,Installment Buyers,3.22195170995854,1.6777444880170658
C10118,6458.56209,0.0,3360.228794,7000.0,1277.76778,2760.115734,0.0,12,0.0,2,Cash Advance Users,-1.2589964235296136,2.9925362937303777
C10119,175.341651,1508.9,0.0,5000.0,1884.227778,136.639824,1.0,12,0.666667,3,Installment Buyers,0.9277958152503037,-1.6018525648061157
C10120,680.195157,1045.57,0.0,3000.0,552.432305,207.720441,0.0,12,1.0,3,Installment Buyers,1.2555878669126224,-1.5081968671581718
C10121,223.763616,2309.78,0.0,6500.0,1206.81188,99.372848,0.333333,12,0.583333,3,Installment Buyers,0.8244470883792222,-1.3077165124053798
C10122,1785.626943,0.0,576.206382,1800.0,687.691735,2439.136113,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8159540532528073,1.025814734948968
C10123,54.933231,495.0,0.0,7000.0,1969.845566,147.049952,1.0,12,0.166667,0,Inactive / Low-Engagement,-0.7138975472951041,-1.5104176990441829
C10124,2662.629852,0.0,509.023801,3000.0,932.418855,709.207016,0.0,12,0.0,0,Inactive / Low-Engagement,-1.721425311565311,0.9685502217988916
C10125,8504.876253,6724.26,1686.599777,17000.0,1888.756861,2167.446204,0.0,12,1.0,1,High Spenders,6.237999735913108,3.3563932249862045
C10126,1464.324632,1174.39,0.0,9000.0,0.0,312.343947,0.0,12,0.25,0,Inactive / Low-Engagement,-0.30194461232296543,-0.1338369377951332
C10127,2114.158683,5580.85,0.0,8500.0,3564.977774,630.00413,0.0,12,1.0,1,High Spenders,4.8166212140594284,-0.6269902472178055
C10128,2876.396444,0.0,998.84867,3200.0,1065.426905,1412.648089,0.0,12,0.0,0,Inactive / Low-Engagement,-1.585448383542324,0.7038806586881051
C10130,14224.11541,0.0,4614.427403,19000.0,3066.614272,3406.258999,0.0,12,0.0,2,Cash Advance Users,-0.034740701506886254,5.810021901884745
C10131,2392.917738,12462.44,0.0,2800.0,11628.71557,2000.990921,0.0,12,0.916667,1,High Spenders,9.504391117272752,0.8983108294578952
C10132,57.453201,0.0,272.713302,1200.0,385.853874,84.697292,0.166667,8,0.0,0,Inactive / Low-Engagement,-2.199294181573043,-0.6684832434881873
C10133,4245.855092,1957.3,0.0,5000.0,1004.35474,1086.428906,0.0,12,0.833333,3,Installment Buyers,1.1331350152800017,-0.2624176890332031
C10134,11167.23403,150.64,8362.154254,17000.0,2606.059389,2894.077159,0.0,12,0.083333,2,Cash Advance Users,-0.2816114599149322,6.424541883612264
C10135,69.405545,0.0,2799.714934,13000.0,0.0,312.343947,0.0,12,0.0,0,Inactive / Low-Engagement,-1.7319241524972504,0.3798653543655173
C10136,116.654149,907.0,273.558033,5000.0,0.0,312.343947,0.0,12,0.25,0,Inactive / Low-Engagement,-1.1249250135430202,-0.7756559939061939
C10137,4637.848144,1271.12,0.0,5000.0,1906.032044,3572.279251,0.0,12,0.833333,3,Installment Buyers,1.5087755210388911,-0.09606800878172476
C10138,24.28497,250.6,0.0,3000.0,319.762903,173.632006,0.0,12,0.583333,0,Inactive / Low-Engagement,-0.8611267373873751,-1.4229121514052872
C10139,9354.06045,796.33,13748.47131,13000.0,10664.65866,2600.875721,0.083333,12,0.083333,2,Cash Advance Users,0.280847256856231,8.098693708200026
C10140,231.108995,440.0,0.0,4000.0,554.116542,185.091037,0.0,12,0.916667,3,Installment Buyers,0.3113779585552218,-1.4530576449206163
C10141,1562.633343,1330.62,0.0,2000.0,1020.783647,709.610053,0.0,12,0.5,0,Inactive / Low-Engagement,-0.22054800679391665,-0.6804554112435177
C10142,2494.868559,5491.79,0.0,17000.0,1015.311953,615.92402,0.0,12,1.0,1,High Spenders,4.949365990307987,-0.15504531082004328
C10143,706.132889,897.86,586.268966,1200.0,972.358048,184.524376,0.0,12,0.916667,3,Installment Buyers,0.4797035384274383,-0.6342766320235764
C10144,19043.13856,22009.92,0.0,18000.0,23018.57583,18621.01331,0.0,12,1.0,1,High Spenders,19.16800272923116,6.659170894124758
C10145,2235.103331,720.6,723.308724,2500.0,1061.292471,689.118919,0.0,12,1.0,3,Installment Buyers,0.6346690501439219,-0.3269408940044801
C10146,947.13081,197.06,0.0,1000.0,492.200419,509.384182,0.0,12,0.333333,0,Inactive / Low-Engagement,-0.9921226961846966,-0.8694787193435732
C10147,764.042156,0.0,1307.102516,7500.0,1566.806897,172.959728,0.0,12,0.0,0,Inactive / Low-Engagement,-1.528603803820402,0.5551974350307048
C10148,5347.814547,0.0,4002.353384,7000.0,0.0,312.343947,0.0,12,0.0,2,Cash Advance Users,-1.6008430838048449,3.04011782785872
C10149,10598.46777,2084.48,0.0,21500.0,3219.621433,3068.125648,0.0,12,0.666667,2,Cash Advance Users,2.7167542516791006,2.4710096553230056
C10150,2163.678757,5779.36,0.0,6500.0,4416.41268,546.439139,0.0,12,1.0,1,High Spenders,5.661005334557361,-0.5582664072339172
C10151,3057.400553,1025.0,0.0,7500.0,698.854095,819.682666,0.0,12,0.083333,0,Inactive / Low-Engagement,-0.6855140193457591,0.26209583530636205
C10152,19.354559,689.7,0.0,10000.0,746.691026,312.343947,0.0,12,0.833333,3,Installment Buyers,0.45369091741719486,-1.0394075772975926
C10153,264.811595,28.65,384.26178,9000.0,1235.630069,194.324456,0.083333,12,0.083333,0,Inactive / Low-Engagement,-1.1282978963820796,0.034256499297155865
C10154,1108.22253,944.96,0.0,1500.0,1955.198953,992.652486,0.0,12,0.5,3,Installment Buyers,-0.06473964086849811,-0.8871916102251415
C10155,906.573724,1039.2,103.102091,13500.0,1855.235407,468.196732,0.083333,12,0.833333,3,Installment Buyers,1.1282761300680393,-0.27077147943231594
C10156,7679.62904,4059.93,555.469352,7000.0,3685.61062,12854.9397,0.0,12,0.583333,2,Cash Advance Users,2.717987300511512,2.636417673341226
C10157,1523.911458,4075.37,0.0,6500.0,2254.26002,329.29648,0.0,12,1.0,3,Installment Buyers,3.4435610937513244,-0.838784697100782
C10158,49.206256,870.24,0.0,8000.0,835.839952,193.011166,1.0,12,1.0,3,Installment Buyers,1.4111317378277086,-1.9308245122651637
C10159,13673.07961,9792.23,2444.445738,20000.0,11717.30794,6042.391629,0.0,12,1.0,1,High Spenders,11.093941611280473,7.280958842785031
C10160,106.455975,2463.12,0.0,4000.0,2573.722764,95.342224,0.636364,12,1.0,3,Installment Buyers,2.59947671382781,-2.0063814883541724
C10161,119.760904,1859.34,0.0,20000.0,3104.275623,288.903628,0.25,12,0.333333,0,Inactive / Low-Engagement,0.8561840450820205,-0.12059140058862945
C10162,5837.105453,3488.49,3303.1523,7900.0,0.0,312.343947,0.0,12,1.0,2,Cash Advance Users,2.6228147655691085,3.3402627125657847
C10163,1734.510004,0.0,66.275851,1800.0,363.474455,2827.997525,0.0,12,0.0,0,Inactive / Low-Engagement,-1.7388863646006987,0.2358474686269182
C10164,2765.748281,7283.31,0.0,11000.0,14373.3929,1058.128452,0.25,12,1.0,1,High Spenders,7.030622356711314,0.8696517145716979
C10165,1046.37041,295.0,93.579809,1200.0,439.407082,362.838185,0.0,12,0.083333,0,Inactive / Low-Engagement,-1.5249217862111952,-0.3753743875004301
C10166,2737.367678,0.0,429.691164,3000.0,778.827993,721.798576,0.0,12,0.0,0,Inactive / Low-Engagement,-1.7746489491296595,1.1960124623341948
C10167,4014.818167,0.0,988.356213,8500.0,1009.185035,1177.149934,0.0,12,0.0,0,Inactive / Low-Engagement,-1.1886210641317818,1.0049449390947818
C10168,871.568977,648.22,0.0,1200.0,1110.886425,208.298424,0.0,12,1.0,3,Installment Buyers,0.615392940928926,-1.5411445445248666
C10169,1610.040203,557.19,0.0,4000.0,422.711848,616.005839,0.0,12,0.25,0,Inactive / Low-Engagement,-0.8779633642333581,-0.4718146756292501
C10170,114.593817,469.98,0.0,1000.0,367.109312,86.102479,0.5,6,1.0,3,Installment Buyers,-0.2524697158863955,-1.990795355448362
C10171,5800.587339,0.0,369.950794,6500.0,1346.365584,1972.526015,0.0,12,0.0,0,Inactive / Low-Engagement,-1.1584864231367105,1.1786455894894245
C10172,823.103926,131.64,0.0,8000.0,2916.071564,243.199498,0.0,12,1.0,3,Installment Buyers,0.26148818021021203,-1.2840061122067667
C10173,595.677343,5078.14,1424.442602,15000.0,4756.654374,241.894073,0.916667,12,0.916667,1,High Spenders,4.480921160364483,-0.0818830521901913
C10174,1128.124563,924.6,0.0,1000.0,1202.711782,1747.037345,0.0,12,1.0,3,Installment Buyers,0.5234889542492978,-1.374842669274743
C10175,349.441102,1975.4,0.0,4000.0,1795.012223,167.219681,0.0,12,0.666667,3,Installment Buyers,0.80004218076508,-0.8838768878878689
C10176,840.804076,0.0,3671.777443,4000.0,3621.266477,193.171404,0.0,9,0.0,0,Inactive / Low-Engagement,-1.86229679246269,1.1888645844139076
C10177,975.942008,10221.35,1620.685551,10500.0,10693.49585,347.641073,0.75,12,1.0,1,High Spenders,8.650291493881381,2.4935236240004257
C10178,23.111088,300.0,0.0,12500.0,291.948834,43.452683,0.181818,12,0.25,0,Inactive / Low-Engagement,-0.9026916421094491,-0.7710122258188232
C10179,2187.732265,0.0,3905.326256,3000.0,1423.788603,461.365626,0.2,7,0.0,0,Inactive / Low-Engagement,-2.0427253430464214,1.6239410089913204
C10180,11972.01104,5715.0,1626.351366,14000.0,4639.513745,3192.306018,0.0,12,1.0,1,High Spenders,6.206030703906685,3.0123167791127567
C10181,1608.451822,0.0,205.737165,1800.0,470.565984,408.799147,0.0,12,0.0,0,Inactive / Low-Engagement,-1.8023225479802707,0.07474655979608454
C10182,1872.926275,766.61,1017.120578,2300.0,0.0,312.343947,0.0,12,0.833333,3,Installment Buyers,0.11275368954384135,0.22966391913490963
C10183,2933.240476,0.0,2040.433925,3000.0,2431.578544,1739.74883,0.0,12,0.0,2,Cash Advance Users,-1.7330526694275568,2.6450824374533943
C10184,336.799916,3535.8,0.0,20000.0,2814.231227,186.230835,1.0,12,1.0,3,Installment Buyers,4.215838619650317,-0.8317926383071965
C10185,36.236312,256.11,0.0,5300.0,831.375322,189.036967,0.166667,12,0.416667,0,Inactive / Low-Engagement,-0.9156937599536483,-1.3142645477516113
C10186,903.29781,2697.48,0.0,2500.0,1686.196344,303.361632,0.0,12,1.0,3,Installment Buyers,2.3356572243107765,-1.420313323070275
